,Adelaide_Site_7,Birdsville,Fowlers_Gap,Lake_Argyle,Lake_Lefroy,Learmonth,Lucinda,Tumbarumba
0,138.656483,139.34596000000002,141.70082,128.7485,121.705,114.0967,146.3861,147.9499
1,-34.725066999999996,-25.89893,-31.0863,-16.1081,-31.255,-22.2407,-18.5198,-35.7083
2,,0.6667016356376286,0.2053227610489223,0.23495668214841628,0.12493789057257043,0.08874951198051544,0.13028034310430484,1.289341433822931
