,Adelaide_Site_7,Birdsville,Fowlers_Gap,Lake_Argyle,Lake_Lefroy,Learmonth,Lucinda,Tumbarumba
0,138.656483,139.34596000000002,141.70082,128.7485,121.705,114.0967,146.3861,147.9499
1,-34.725066999999996,-25.89893,-31.0863,-16.1081,-31.255,-22.2407,-18.5198,-35.7083
2,,1.7599872396080305,0.9587628851576557,1.5338302880549881,0.849411566694608,0.3736183668958451,0.7063787712651458,1.5871020723164118
